As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE),,,
2004,E23000008,Durham,North East,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000008,Durham,North East,Male,Chief Officer,Police Officer,White,White,3,3,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,White,White,3,3,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated,1,1,,,
2004,E23000028,Essex,Eastern,Male,Chief Officer,Police Officer,White,White,4,4,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000037,Gloucestershire,South West,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000037,Gloucestershire,South West,Male,Chief Officer,Police Officer,White,White,4,4,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000005,Greater Manchester,North West,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000005,Greater Manchester,North West,Male,Chief Officer,Police Officer,White,White,7,7,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,W15000002,Gwent,Wales,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,W15000002,Gwent,Wales,Male,Chief Officer,Police Officer,White,White,3,3,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000030,Hampshire,South East,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,White,White,4,4,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,White,White,5,5,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,White,White,3,3,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000032,Kent,South East,Female,Chief Officer,Police Officer,White,White,0,0,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",1,1,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000032,Kent,South East,Male,Chief Officer,Police Officer,White,White,4,4,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,White,White,1,1,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,White,White,3,3,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2004,E23000021,Leicestershire,East Midlands,Female,Chief Officer,Police Officer,White,White,1,1,,,
2004,E23000021,Leicestershire,East Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2004,E23000021,Leicestershire,East Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
